,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
10636,13.3,-7.5,34.2,1029.0,80.0,337.9,6.6,,1017.8,0.0
10637,12.6,-21.0,35.0,1040.9,,264.8,13.2,,1018.2,0.0
10638,22.4,-10.5,36.7,1194.1,,115.0,12.4,,1016.5,0.0
10639,10.8,-29.8,41.8,245.5,300.0,278.5,16.4,,1015.5,0.0
10640,21.8,13.8,30.1,427.2,,45.3,13.4,,1017.7,0.0
10641,11.9,-26.4,35.2,870.2,381.0,252.2,12.5,,1016.8,0.0
10642,10.7,-26.5,35.2,816.9,430.0,296.8,12.5,,1017.7,0.0
10643,10.1,-28.6,37.1,765.7,,263.4,15.5,,1016.6,0.0
10644,14.6,-19.5,38.2,1181.1,,21.0,12.0,,1017.0,0.0
10645,11.9,-12.6,33.1,1117.7,,248.0,14.3,,1017.8,0.0
10646,11.0,-36.7,38.3,514.4,,0.3,14.0,,1016.4,0.0
10647,9.7,-16.3,37.6,386.6,,86.4,7.4,,1017.2,0.0
10648,13.4,-31.7,38.3,663.4,,155.9,14.1,,1016.9,0.0
10649,12.6,-30.0,41.0,535.3,150.0,186.3,17.4,,1017.2,0.0
10650,1.7,-20.7,18.6,641.6,,351.2,10.3,,1006.8,0.0
10651,14.5,-11.7,34.8,1284.5,80.0,226.8,8.0,,1018.1,0.0
10652,8.1,-27.2,32.8,1139.9,410.0,275.2,7.2,,1016.3,0.0
10653,13.2,-28.9,40.6,489.6,,157.4,19.3,,1015.3,0.0
10654,14.5,-24.7,36.9,1035.4,80.0,174.9,15.8,,1016.5,0.0
10655,9.0,-20.8,38.6,300.3,150.0,4.8,8.4,,1017.4,0.0
10656,10.3,-0.8,28.2,1653.8,,337.3,12.7,,1019.8,0.0
10657,14.2,-20.2,35.8,1091.2,,353.0,9.1,,1017.5,0.0
10658,12.2,-21.7,33.3,1006.8,330.0,240.3,13.8,,1017.7,0.0
10659,19.5,-16.5,36.8,929.7,,119.7,9.6,,1017.2,0.0
10660,9.3,-21.0,35.9,272.9,,272.4,16.8,,1022.4,0.0
10661,15.7,-22.8,41.5,469.0,30.0,132.8,14.6,,1015.6,0.0
10662,12.6,-10.2,34.8,1149.5,610.0,257.5,11.3,,1017.7,0.0
10663,20.6,-10.1,36.5,1645.5,50.0,117.4,13.1,,1016.7,0.0
10664,8.7,-21.0,32.0,1293.4,,270.0,10.5,,1016.8,0.0
10665,16.5,-21.9,37.4,661.6,,111.1,16.7,,1017.2,0.0
10666,11.5,-18.2,35.6,1133.0,380.0,271.0,12.5,,1016.3,0.0
10667,10.8,-28.5,36.5,871.3,,207.0,17.7,,1016.9,0.0
10668,15.4,-13.3,35.7,1352.4,100.0,245.9,9.0,,1018.3,0.0
10669,13.3,-10.4,36.8,1117.7,,300.2,9.9,,1017.2,0.0
10670,11.2,-17.8,34.2,1094.8,200.0,232.4,9.7,,1018.0,0.0
10671,15.3,-14.4,35.6,1398.4,,30.4,8.3,,1019.9,0.0
10672,21.4,-10.6,37.1,1243.5,30.0,108.5,11.9,,1016.7,0.0
10673,15.0,-6.8,38.2,982.8,280.0,292.4,9.5,,1017.9,0.0
10674,14.3,-5.8,33.2,907.9,,336.1,6.0,,1020.2,0.0
10675,19.9,-22.5,37.0,1233.0,,150.2,12.6,,1016.6,0.0
10676,13.6,-15.5,34.0,1075.8,250.0,232.9,12.0,,1017.6,0.0
10677,11.5,-28.8,35.2,956.3,330.0,205.9,15.8,,1017.1,0.0
10678,12.9,-12.0,37.0,852.8,,315.3,8.7,,1017.7,0.0
10679,9.1,-27.7,32.9,758.7,410.0,315.1,10.0,,1017.0,0.0
10680,13.3,-9.2,35.2,945.5,100.0,308.4,9.5,,1018.4,0.0
10681,25.9,20.1,31.3,738.4,,83.8,18.8,,1015.9,0.0
10682,15.3,-6.5,38.5,980.5,280.0,292.4,9.5,,1017.9,0.0
10683,19.3,-2.8,35.4,1273.3,0.0,0.1,8.5,,1017.9,0.0
10684,18.3,-18.0,36.0,1209.5,,290.1,13.4,,1018.5,0.0
10685,20.9,-13.8,43.4,198.6,130.0,161.2,17.3,,1013.8,0.0
10686,14.0,-21.1,37.1,457.9,229.0,203.2,15.2,,1018.0,0.0
10687,11.5,-16.7,33.3,1229.1,200.0,218.4,11.0,,1018.3,0.0
10688,19.5,-7.9,42.0,206.1,,265.9,13.2,,1018.5,0.0
10689,19.5,-7.6,34.7,1791.0,,40.5,8.2,,1017.7,0.0
10690,10.0,-24.2,35.2,685.0,,277.9,13.2,,1016.6,0.0
10691,14.0,-19.1,37.0,953.4,180.0,218.3,10.9,,1017.5,0.0
10692,14.4,-9.1,32.9,1100.8,,284.6,4.9,,1019.8,0.0
10693,14.1,-25.5,40.6,372.4,130.0,185.5,18.7,,1017.7,0.0
10694,11.1,-25.7,33.4,757.4,430.0,268.7,15.6,,1017.0,0.0
10695,10.8,-17.8,33.9,1236.8,,297.9,9.2,,1016.5,0.0
10696,23.7,2.2,35.6,1046.9,,78.1,11.8,,1018.0,0.0
10697,17.7,-17.3,34.2,1865.1,0.0,171.6,5.9,,1018.2,0.0
10698,17.4,-7.3,34.6,1503.8,0.0,357.7,5.7,,1018.8,0.0
10699,13.7,-7.1,34.6,1023.7,50.0,337.9,6.7,,1017.8,0.0
10700,13.6,-9.4,34.3,1061.7,330.0,264.1,18.1,,1017.0,0.0
10701,20.8,-9.9,35.1,1362.2,0.0,80.2,11.4,,1016.7,0.0
10702,11.8,-31.2,40.6,248.3,,126.2,16.2,,1016.1,0.0
10703,8.9,-32.2,38.6,414.5,180.0,81.1,9.0,,1016.9,0.0
10704,17.9,-20.2,36.8,943.2,,143.1,13.7,,1017.2,0.0
10705,14.4,-20.7,37.5,457.9,229.0,203.2,15.2,,1018.0,0.0
10706,17.3,-6.6,34.6,1498.4,,359.7,6.6,,1018.2,0.0
10707,11.8,-13.4,35.9,1150.1,0.0,286.2,9.4,,1016.8,0.0
10708,13.7,-14.4,32.6,1215.3,80.0,225.4,8.9,,1018.6,0.0
10709,9.9,-28.1,33.9,702.5,410.0,236.8,11.0,,1016.7,0.0
10710,18.1,-3.7,35.1,1317.3,50.0,321.1,10.0,,1018.4,0.0
10711,8.2,-32.1,38.4,201.8,180.0,266.2,11.2,,1017.6,0.0
10712,10.8,-28.5,36.5,901.6,360.0,207.0,17.7,,1016.9,0.0
10713,8.6,-31.7,37.3,619.1,130.0,257.7,18.0,,1015.8,0.0
10714,21.5,-11.9,37.1,1377.6,,123.5,12.2,,1016.5,0.0
10715,8.8,-26.1,32.9,762.0,460.0,257.3,11.7,,1016.6,0.0
10716,10.8,-26.8,33.8,922.0,,236.5,14.1,,1017.0,0.0
10717,15.3,-6.5,35.7,1017.3,25.0,283.1,11.4,,1017.6,0.0
10718,12.4,-16.4,33.5,954.4,200.0,255.5,11.2,,1018.1,0.0
10719,12.7,-22.1,35.0,1149.0,280.0,246.5,11.8,,1017.2,0.0
10720,13.2,-12.4,33.7,900.4,180.0,226.4,17.6,,1017.1,0.0
10721,14.9,-8.2,37.8,1208.0,330.0,311.3,16.7,,1016.5,0.0
10722,12.6,-22.1,35.0,1099.0,,275.6,12.8,,1018.0,0.0
10723,23.5,12.3,31.2,843.0,,48.4,22.0,,1017.9,0.0
10724,12.8,-27.2,31.3,1081.6,,289.6,8.4,,1020.2,0.0
10725,8.8,-33.8,35.7,828.7,,348.3,10.6,,1017.3,0.0
10726,10.0,-15.9,33.5,1261.0,460.0,267.2,12.6,,1016.8,0.0
10727,13.0,-9.0,32.0,1294.5,0.0,339.2,4.6,,1019.2,0.0
10728,11.5,-18.9,35.5,1352.5,460.0,288.6,11.2,,1016.3,112901.0
10729,18.6,-22.0,35.2,1226.5,250.0,53.9,8.3,,1017.6,0.0
10730,12.7,-14.8,33.2,1196.1,,229.8,10.5,,1018.3,0.0
10731,6.5,-37.8,33.2,954.8,360.0,314.2,11.0,,1016.1,0.0
10732,19.6,-1.4,35.2,1238.5,0.0,355.9,6.9,,1018.9,0.0
10733,16.7,-5.9,35.2,1062.5,,272.5,8.1,,1018.8,0.0
10734,12.0,-13.8,32.9,1107.4,330.0,287.9,12.9,,1017.0,0.0
10735,12.4,-16.4,33.5,954.4,200.0,255.5,11.2,,1018.1,0.0
10736,4.5,-28.1,31.9,702.0,,339.1,6.4,,1020.9,0.0
10737,11.0,-20.0,35.6,1261.9,,307.9,9.3,,1016.5,0.0
10738,23.5,3.9,36.1,980.0,,78.2,11.6,,1018.3,0.0
10739,14.5,-26.9,39.2,888.4,,161.8,18.6,,1016.2,0.0
10740,10.4,-25.1,32.7,934.2,360.0,262.0,12.3,,1017.0,0.0
10741,15.2,-8.8,35.6,862.9,,288.1,12.2,,1017.6,0.0
10742,20.3,-9.0,35.0,1775.4,,34.4,8.6,,1017.4,0.0
10743,19.9,-16.8,37.6,994.7,,141.4,15.2,,1016.6,0.0
10744,9.5,-31.7,36.3,841.3,,292.0,15.1,,1016.6,0.0
10745,21.2,-2.1,33.9,1139.5,,357.2,7.8,,1018.3,0.0
10746,25.2,19.4,30.6,738.4,,83.8,18.8,,1015.9,0.0
10747,19.7,-6.7,36.0,2001.4,0.0,78.7,10.6,,1018.1,0.0
10748,10.9,-17.1,34.0,1097.8,280.0,283.3,6.9,,1017.5,0.0
10749,7.5,-31.0,34.0,676.8,,261.1,12.1,,1016.3,0.0
10750,12.2,-4.4,45.0,896.3,250.0,325.5,8.5,,1018.0,0.0
10751,13.7,-11.5,36.6,1198.7,,278.8,12.3,,1017.1,0.0
10752,14.2,-11.0,32.9,1315.6,,261.9,8.0,,1018.6,0.0
10753,15.8,-11.0,34.0,1241.2,,184.1,8.8,,1018.8,0.0
10754,6.1,-27.8,32.2,866.3,127.0,262.6,12.9,,1016.0,0.0
10755,13.8,-9.4,33.9,1089.7,100.0,281.2,10.5,,1017.2,0.0
10756,12.3,-17.1,34.5,1107.0,100.0,236.2,12.4,,1017.6,0.0
10757,14.3,-8.8,36.2,1103.1,,296.7,11.7,,1017.4,0.0
10758,13.4,-10.2,33.7,1082.6,280.0,285.2,13.8,,1016.7,0.0
10759,17.4,-2.2,41.7,232.6,0.0,343.4,11.4,,1015.2,0.0
10760,13.5,-10.2,37.0,1117.7,,300.2,9.9,,1017.2,0.0
10761,17.9,-19.7,38.1,1217.0,,120.7,11.0,,1017.6,0.0
10762,14.5,-5.0,37.8,83.9,0.0,335.9,9.5,,1014.9,0.0
10763,14.5,-10.0,34.4,917.3,80.0,277.5,14.3,,1017.7,0.0
10764,10.5,-29.1,34.1,753.0,480.0,240.2,13.4,,1017.4,0.0
10765,11.9,-14.5,35.4,1091.4,280.0,312.6,9.2,,1016.9,0.0
10766,12.6,-23.0,34.0,1212.4,,215.7,12.7,,1017.3,0.0
10767,11.9,-22.0,35.3,756.9,530.0,266.9,12.7,,1017.3,0.0
10768,12.7,-10.6,36.3,1056.5,280.0,332.8,7.9,,1017.5,0.0
10769,9.3,-32.7,37.3,732.9,,135.8,16.3,,1017.3,0.0
10770,15.2,-6.6,38.4,982.8,280.0,292.4,9.5,,1017.9,0.0
10771,12.7,-1.5,31.5,200.1,,287.3,10.2,,1016.7,0.0
10772,12.8,-16.0,33.9,954.4,200.0,255.5,11.2,,1018.1,0.0
10773,14.4,-15.1,35.7,479.8,,257.1,11.0,,1021.7,0.0
10774,13.8,-7.9,36.5,1167.7,280.0,313.8,10.9,,1017.1,0.0
10775,10.9,-33.2,38.5,707.7,150.0,73.2,16.0,,1017.3,0.0
10776,12.3,-21.4,35.3,1184.4,,233.4,17.1,,1017.4,0.0
10777,16.3,-12.7,40.5,134.6,50.0,130.0,13.3,,1015.0,0.0
10778,15.1,-5.0,35.0,979.8,,291.9,10.6,,1017.7,0.0
10779,13.1,-15.5,33.4,1317.5,,252.0,8.2,,1017.9,0.0
10780,13.0,-4.4,46.7,1038.1,250.0,313.6,7.7,,1018.0,0.0
10781,19.5,-9.4,41.6,187.2,0.0,223.7,11.7,,1014.5,0.0
10782,12.6,-21.0,35.0,1040.9,,264.8,13.2,,1018.2,0.0
10783,19.8,-16.4,41.9,574.9,250.0,148.6,16.5,,1018.2,0.0
10784,13.4,-8.3,36.1,1167.7,280.0,313.8,10.9,,1017.1,0.0
10785,16.7,-23.0,37.6,935.9,150.0,153.3,10.7,,1017.1,0.0
10786,16.3,-5.0,35.0,1007.9,,344.5,5.9,,1018.3,0.0
10787,22.6,-9.3,37.8,1218.7,2286.0,126.7,13.7,,1016.8,0.0
10788,18.7,-16.1,37.6,1318.2,150.0,49.1,7.0,,1017.7,0.0
10789,15.7,-7.2,36.5,1432.7,0.0,226.0,9.3,,1018.5,0.0
10790,25.2,3.9,34.4,1325.6,0.0,104.2,14.8,,1017.8,0.0
10791,13.5,-10.2,37.0,1117.7,,300.2,9.9,,1017.2,0.0
10792,16.2,-12.8,40.4,134.6,50.0,130.0,13.3,,1015.0,0.0
10793,19.9,-0.0,47.6,205.3,0.0,326.3,9.4,,1015.0,0.0
10794,11.5,-16.7,33.3,1229.1,200.0,218.4,11.0,,1018.3,0.0
10795,12.1,-13.5,48.5,148.5,,265.4,12.9,,1020.2,0.0
10796,12.6,-24.0,37.1,926.0,,331.9,13.3,,1017.3,0.0
10797,12.5,-20.0,33.9,918.1,460.0,244.3,13.6,,1017.4,0.0
10798,19.4,-17.3,37.1,994.7,,141.4,15.2,,1016.6,0.0
10799,14.1,-9.9,45.6,669.7,,281.5,9.0,,1018.1,0.0
10800,19.4,-1.8,35.4,1248.8,,351.6,6.8,,1018.5,0.0
10801,16.9,-5.6,35.0,1004.3,,258.4,9.0,,1018.1,0.0
10802,10.1,-21.1,32.9,816.8,410.0,315.9,10.1,,1016.9,0.0
10803,16.4,-22.0,37.3,648.8,150.0,111.1,16.8,,1017.2,0.0
10804,25.4,5.7,35.1,838.0,0.0,95.5,14.6,,1017.7,0.0
10805,26.5,19.3,33.7,266.7,,85.1,14.5,,1016.1,0.0
10806,13.2,-27.5,40.3,597.8,,134.3,17.5,,1016.1,0.0
10807,12.5,-5.1,46.0,1077.5,,313.3,7.5,,1018.1,0.0
10808,24.9,1.7,48.9,14.3,,266.4,12.4,,1013.3,0.0
10809,11.1,-23.3,31.7,1033.8,250.0,241.1,12.2,,1018.3,0.0
10810,11.9,-28.7,42.9,245.5,300.0,278.5,16.4,,1015.5,0.0
10811,13.8,-26.8,34.8,1166.7,200.0,179.8,14.9,,1016.9,0.0
10812,15.9,-5.4,35.7,929.6,0.0,283.7,7.0,,1017.7,0.0
10813,13.0,-26.0,36.0,1128.2,80.0,180.7,15.2,,1017.6,0.0
10814,15.9,-8.6,33.8,1623.0,,358.3,7.8,,1018.6,0.0
10815,16.3,-1.9,42.0,184.4,0.0,322.0,9.8,,1015.2,0.0
10816,12.3,-11.5,38.5,99.8,230.0,353.1,15.6,,1015.4,0.0
10817,14.5,-15.0,35.8,479.8,,257.1,11.0,,1021.7,0.0
10818,11.6,-21.1,32.9,1015.3,250.0,291.8,11.2,,1018.2,0.0
10819,21.4,-10.6,37.1,1243.5,30.0,108.5,11.9,,1016.7,0.0
10820,15.0,-26.7,37.8,855.9,100.0,155.2,17.1,,1016.2,0.0
10821,19.1,-18.8,38.3,769.5,102.0,139.2,15.2,,1016.0,0.0
10822,17.0,-12.2,56.8,1279.7,,80.7,8.0,,1018.1,0.0
10823,9.9,-31.3,36.7,841.3,,292.0,15.1,,1016.6,0.0
10824,22.6,-8.8,37.2,1109.2,,91.6,12.1,,1015.9,0.0
10825,15.5,-27.0,36.3,1382.6,,42.1,8.9,,1017.5,0.0
10826,18.8,-4.3,34.8,1372.9,,352.2,6.1,,1016.9,0.0
10827,14.0,-18.0,33.3,1254.7,,251.4,10.9,,1019.0,0.0
10828,11.6,-21.9,33.1,1014.3,,278.8,11.7,,1018.0,0.0
10829,9.2,-30.4,35.1,728.7,280.0,234.9,16.8,,1016.7,0.0
10830,11.1,-3.4,40.6,1307.3,0.0,233.2,8.0,,1018.4,0.0
10831,10.7,-28.0,35.0,686.9,410.0,257.3,13.2,,1017.2,0.0
10832,18.8,-1.1,44.4,153.9,,328.5,8.0,,1015.6,0.0
10833,12.8,-20.0,35.0,1148.0,180.0,201.5,13.1,,1017.4,0.0
10834,19.2,-7.9,35.4,1630.5,,137.7,9.8,,1017.9,0.0
10835,12.1,-26.0,35.0,992.5,,283.8,12.8,,1017.3,0.0
10836,11.4,-23.0,32.0,1005.1,,240.7,12.2,,1018.3,0.0
10837,12.2,-20.9,34.1,1017.8,,253.1,11.0,,1017.4,0.0
10838,10.8,-16.6,32.3,1084.2,,258.0,10.7,,1017.4,0.0
10839,19.2,-0.3,42.5,85.9,0.0,334.5,9.4,,1015.0,0.0
10840,13.2,-12.4,33.7,900.4,180.0,226.4,17.6,,1017.1,0.0
10841,20.5,-44.0,37.6,2941.6,,247.6,10.3,,1017.4,0.0
10842,24.9,17.5,33.5,700.9,,114.2,10.9,,1016.0,0.0
10843,9.3,-14.3,39.7,543.5,,232.3,7.7,,1018.8,0.0
10844,11.5,-16.7,33.3,1229.1,200.0,218.4,11.0,,1018.3,0.0
10845,12.6,-15.3,33.4,1189.4,200.0,234.9,11.0,,1018.5,0.0
10846,10.7,-15.3,34.1,1278.9,,296.0,10.9,,1017.5,0.0
10847,16.5,-22.2,37.0,1240.4,,131.2,9.4,,1017.8,0.0
10848,18.3,-3.8,35.9,1112.9,,335.6,10.2,,1018.1,0.0
10849,20.7,-8.9,36.1,1645.9,,118.2,9.8,,1017.3,0.0
10850,18.9,-18.0,37.0,1229.6,,85.9,10.7,,1017.7,0.0
10851,12.7,-13.6,36.4,1096.2,,266.1,9.8,,1017.6,0.0
10852,17.1,-23.2,37.8,1208.3,360.0,161.9,11.7,,1017.8,0.0
10853,11.1,-17.0,33.0,1098.2,,293.3,10.4,,1017.6,0.0
10854,15.8,-19.5,38.7,1010.3,180.0,215.1,13.5,,1017.3,0.0
10855,26.8,19.6,34.0,266.7,,85.1,14.5,,1016.1,0.0
10856,18.2,-19.6,37.2,920.3,,121.0,13.8,,1017.3,0.0
10857,11.4,-26.3,33.8,1180.0,280.0,301.1,10.2,,1017.3,0.0
10858,12.0,-17.2,33.9,1153.9,200.0,243.0,9.5,,1018.4,0.0
10859,12.0,-16.6,36.8,1068.2,,299.3,7.6,,1016.1,0.0
10860,10.9,0.5,27.1,1416.4,0.0,307.2,13.8,,1018.4,0.0
10861,17.8,-10.9,36.3,1735.0,51.0,149.4,9.4,,1017.9,0.0
10862,16.3,-12.7,40.5,134.6,50.0,130.0,13.3,,1015.0,0.0
10863,20.0,-18.2,38.3,832.5,80.0,148.5,14.9,,1016.4,0.0
10864,12.4,-11.5,34.6,998.9,,285.4,7.6,,1017.4,0.0
10865,0.1,-31.0,26.2,817.8,,351.9,5.9,,1008.0,0.0
10866,13.8,-16.7,33.3,1173.4,80.0,283.1,8.6,,1019.2,0.0
10867,15.7,-5.1,34.9,842.7,50.0,279.1,12.1,,1018.2,0.0
10868,15.9,-16.9,36.1,1376.1,150.0,168.0,11.3,,1018.1,0.0
10869,11.4,-17.7,33.3,1097.8,,233.0,13.5,,1018.5,0.0
10870,7.1,-31.2,34.0,690.9,,345.3,7.7,,1016.3,0.0
10871,11.6,-15.2,34.8,1256.0,0.0,285.1,7.2,,1016.9,0.0
10872,10.1,-28.1,35.9,829.4,,317.2,13.8,,1017.0,0.0
10873,13.7,-14.7,35.3,1196.1,250.0,224.1,10.6,,1018.7,0.0
10874,11.8,-22.1,34.5,939.8,,233.5,11.6,,1017.3,0.0
10875,11.4,-11.1,32.9,1211.8,280.0,257.0,10.1,,1018.4,0.0
10876,8.3,-32.9,39.1,458.7,,252.6,17.7,,1015.6,0.0
10877,11.4,-27.8,38.2,858.4,,227.0,16.1,,1017.3,0.0
10878,12.8,-18.1,34.5,1125.9,,272.5,10.9,,1018.1,0.0
10879,11.2,-17.0,32.0,998.1,380.0,315.4,8.5,,1017.9,0.0
10880,8.2,-21.4,35.9,410.7,,71.5,12.5,,1018.1,0.0
10881,11.1,-18.1,37.5,206.3,,241.6,12.3,,1014.2,0.0
10882,10.0,-30.4,33.6,863.7,480.0,251.0,12.6,,1017.2,0.0
10883,13.6,-10.1,37.1,1117.7,,300.2,9.9,,1017.2,0.0
10884,13.6,-8.1,36.3,1167.7,280.0,313.8,10.9,,1017.1,0.0
10885,10.5,-14.2,39.0,254.4,150.0,224.7,15.7,,1017.7,0.0
10886,9.9,-1.8,34.9,1792.2,0.0,333.3,8.2,,1018.6,0.0
10887,23.2,12.7,30.0,943.1,,64.6,20.6,,1017.2,0.0
10888,18.0,-4.1,34.9,1224.4,,349.4,8.1,,1018.7,0.0
10889,14.6,-8.8,37.8,877.2,100.0,278.7,10.8,,1017.7,0.0
10890,13.3,-19.4,36.7,1005.0,,253.9,11.2,,1017.3,0.0
10891,11.3,-26.4,33.7,1175.3,,301.1,10.1,,1017.3,0.0
10892,9.0,-30.4,35.9,785.8,,282.4,15.9,,1017.0,0.0
10893,13.6,-15.7,34.3,1111.7,,224.6,11.5,,1018.4,0.0
10894,19.5,-14.0,36.0,2189.5,,46.6,8.8,,1017.7,0.0
10895,13.3,-15.7,33.0,1103.7,,249.1,12.2,,1018.0,0.0
10896,16.0,-6.9,35.3,1031.4,,346.0,7.0,,1019.7,0.0
10897,12.2,-3.3,38.9,1173.2,,141.1,11.8,,1018.0,0.0
10898,10.9,-3.3,30.0,949.3,,214.0,15.4,,1018.7,0.0
10899,11.6,-13.6,33.4,1034.8,,294.6,9.2,,1017.9,0.0
10900,16.8,-4.5,34.2,1470.0,0.0,331.6,9.9,,1018.4,0.0
10901,6.9,-36.2,34.9,703.3,,251.7,12.0,,1016.6,0.0
10902,9.3,-25.9,33.1,412.1,,218.9,14.5,,1020.4,0.0
10903,12.7,-21.1,35.6,884.8,660.0,239.0,15.5,,1016.9,0.0
10904,11.9,-13.8,33.2,1132.8,,269.7,15.1,,1016.0,0.0
10905,10.4,-29.3,34.4,602.8,,227.5,15.7,,1016.7,0.0
10906,16.8,-4.1,34.9,1078.1,,354.1,7.1,,1018.4,0.0
10907,17.3,-0.1,39.5,187.2,,168.5,6.4,,1015.0,0.0
10908,11.5,-17.1,35.1,1315.0,,302.7,10.4,,1016.1,0.0
10909,7.8,-29.0,35.4,527.5,,303.3,11.5,,1015.5,0.0
10910,10.0,-18.8,36.1,260.3,,324.2,12.2,,1021.7,0.0
10911,12.1,-4.7,45.7,827.1,,283.8,10.5,,1018.2,0.0
10912,15.5,-25.6,36.1,1255.9,,171.6,14.0,,1016.8,0.0
10913,15.4,-26.5,37.1,1099.3,,139.7,15.7,,1017.2,0.0
10914,23.4,-6.0,38.0,798.3,,92.4,13.2,,1015.2,0.0
10915,25.6,19.3,34.2,643.7,,93.2,14.6,,1015.8,0.0
10916,13.0,-2.7,44.0,705.4,0.0,324.8,6.1,,1018.6,0.0
10917,21.4,-12.2,37.6,868.4,,88.0,12.0,,1015.6,0.0
10918,12.8,-10.0,35.0,1149.5,610.0,257.5,11.3,,1017.6,0.0
10919,13.8,-3.8,33.2,863.9,80.0,266.5,14.8,,1017.0,0.0
10920,15.4,-7.9,35.5,959.4,,270.7,8.0,,1017.8,0.0
10921,20.0,-18.2,38.3,832.5,80.0,148.5,14.9,,1016.4,0.0
10922,9.9,-30.0,34.5,745.4,410.0,201.3,15.6,,1017.1,0.0
10923,13.7,-15.6,35.0,1362.7,130.0,331.6,6.9,,1018.4,0.0
10924,13.7,-10.2,36.1,1125.1,,300.5,12.1,,1016.9,0.0
10925,10.7,-16.0,33.0,1190.0,380.0,247.3,10.2,,1017.0,0.0
10926,15.3,-8.0,34.1,1514.9,0.0,295.6,7.8,,1018.5,0.0
10927,22.6,-9.2,36.3,1401.2,,108.6,14.1,,1016.3,0.0
10928,12.8,-27.4,39.0,885.3,380.0,203.2,14.7,,1017.1,0.0
10929,21.5,-4.3,34.2,1964.2,,59.8,10.7,,1017.5,0.0
10930,24.4,18.5,29.1,636.5,,72.0,20.1,,1017.2,0.0
10931,18.0,-19.8,37.0,920.3,,121.0,13.8,,1017.2,0.0
10932,18.2,-3.8,35.2,1156.8,0.0,210.4,10.6,,1018.6,0.0
10933,11.7,-20.9,34.1,1198.1,,246.4,12.7,,1017.4,0.0
10934,12.7,-5.3,45.2,1201.8,250.0,267.5,9.4,,1018.2,0.0
10935,12.0,-13.2,39.1,364.7,150.0,343.6,7.4,,1018.9,0.0
10936,12.3,0.6,37.3,1782.7,,333.3,8.2,,1018.6,0.0
10937,13.3,-10.4,36.8,1117.7,,300.2,9.9,,1017.2,0.0
10938,14.6,-27.2,40.6,621.7,230.0,315.1,11.5,,1016.3,0.0
10939,11.7,-27.6,35.2,855.2,381.0,229.5,15.1,,1017.2,0.0
10940,17.3,-21.1,38.2,661.6,,111.1,16.7,,1017.2,0.0
10941,24.4,5.6,35.6,1037.8,,89.3,10.9,,1017.5,0.0
10942,13.6,-9.4,34.3,1061.7,330.0,264.1,18.1,,1017.0,0.0
10943,13.8,-8.6,47.0,456.3,,310.8,14.2,,1017.2,0.0
10944,25.0,4.0,35.0,1062.3,0.0,121.8,12.9,,1017.9,0.0
10945,9.7,-30.9,35.1,791.9,,313.8,11.4,,1016.9,0.0
10946,10.2,-28.0,36.0,829.4,,317.2,13.8,,1017.0,0.0
10947,13.9,-13.2,34.6,1212.3,,274.3,10.2,,1019.0,0.0
10948,22.9,2.8,36.7,893.2,,79.5,10.1,,1018.3,0.0
10949,16.1,-7.8,35.6,1007.6,,257.1,6.8,,1017.9,0.0
10950,12.1,-12.7,38.1,412.1,,290.1,10.0,,1019.7,0.0
10951,10.0,-32.8,37.8,358.8,,6.4,15.3,,1015.0,0.0
10952,16.7,-8.9,34.1,1486.1,0.0,148.7,6.0,,1018.5,0.0
10953,13.0,-12.0,36.1,727.8,,331.2,6.8,,1019.0,0.0
10954,7.2,-31.1,31.9,928.5,360.0,313.2,10.6,,1016.7,0.0
10955,22.6,-8.8,37.2,1109.3,,91.6,12.1,,1015.9,0.0
10956,18.2,-19.7,37.0,1416.7,,147.1,12.1,,1017.6,0.0
10957,14.3,-5.8,33.2,907.9,,336.1,6.0,,1020.2,0.0
10958,9.2,-20.3,39.1,294.3,150.0,3.5,8.4,,1017.3,0.0
10959,13.9,-12.7,33.9,1333.8,,216.8,7.5,,1018.3,0.0
10960,16.6,-22.1,37.1,1240.4,,131.7,9.4,,1017.8,0.0
10961,5.9,-39.3,34.7,697.5,,306.9,10.1,,1016.1,0.0
10962,14.3,-26.3,35.3,1166.7,200.0,179.8,14.9,,1016.9,0.0
10963,8.6,-26.9,34.7,604.6,127.0,299.5,14.6,,1015.5,0.0
10964,15.7,-20.1,37.2,1002.2,203.0,189.8,7.4,,1017.5,0.0
10965,12.3,-10.2,33.8,1211.8,610.0,257.0,10.1,,1018.4,0.0
10966,17.6,-23.7,38.0,887.0,,163.1,10.5,,1016.6,0.0
10967,22.0,-1.6,57.1,1110.5,,71.3,9.9,,1018.2,0.0
10968,14.2,-25.4,39.6,633.0,,157.4,18.3,,1016.1,0.0
10969,12.8,-4.6,46.5,1038.1,250.0,313.6,7.7,,1018.0,0.0
10970,8.8,-26.0,32.2,752.9,460.0,262.3,11.9,,1016.8,0.0
10971,15.6,-26.3,36.9,1289.8,,174.0,10.8,,1017.3,0.0
10972,11.1,-97.1,33.9,1082.9,,214.8,13.5,,1017.6,0.0
10973,17.5,-4.8,36.0,1129.1,0.0,347.1,7.4,,1018.8,0.0
10974,11.4,-25.6,35.6,963.9,381.0,238.9,12.2,,1005.2,0.0
10975,13.3,-9.5,32.5,1131.6,80.0,214.5,8.3,,1019.4,0.0
10976,12.8,-20.0,35.0,1111.5,180.0,206.0,13.2,,1017.6,0.0
