,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
342,12.4,-3.5,42.5,995.1,180.0,200.7,13.1,,1018.1,0.0
343,16.3,-6.8,35.6,872.0,0.0,279.9,8.3,,1018.0,0.0
344,11.6,-6.0,37.3,1453.1,90.0,176.3,10.9,89.0,1017.7,0.0
345,15.8,0.6,35.0,277.6,,323.5,10.5,,1016.7,0.0
346,11.0,-22.7,34.0,581.9,560.0,259.2,14.3,,1017.3,0.0
347,16.9,-6.1,34.9,1114.1,,328.2,8.5,,1018.6,0.0
348,12.7,-12.5,34.9,1267.5,410.0,302.8,12.4,,1016.4,0.0
349,14.1,-11.0,37.0,1161.9,430.0,307.6,11.7,,1017.1,0.0
350,14.3,-8.0,34.1,975.1,50.0,198.3,5.9,,1019.3,0.0
351,15.8,-8.8,37.2,819.5,130.0,277.1,7.1,,1018.0,0.0
352,19.6,2.6,42.0,113.4,,143.1,8.7,,1014.4,0.0
353,17.3,-26.0,38.3,1014.8,150.0,153.2,9.6,,1017.0,0.0
354,11.7,-23.8,35.7,683.6,,262.8,14.0,,1016.9,0.0
355,15.4,-23.0,37.0,848.0,250.0,145.5,15.9,,1016.8,0.0
356,12.4,-21.5,33.5,1084.2,,268.4,13.4,,1017.0,0.0
357,12.0,-22.0,37.0,433.7,,347.7,7.2,,1018.0,0.0
358,18.9,-19.8,40.1,619.6,250.0,158.6,16.9,,1015.8,0.0
359,23.6,4.4,35.0,1036.4,,78.2,11.0,,1017.4,0.0
360,21.8,-9.8,36.1,1163.7,2286.0,111.3,10.6,,1016.9,0.0
361,14.5,0.8,32.5,307.2,,299.9,14.0,,1017.0,0.0
362,19.1,-19.4,38.0,1123.0,100.0,138.9,14.4,,1017.1,0.0
363,19.0,-4.3,46.7,476.4,0.0,17.5,8.9,,1014.9,0.0
364,10.9,-22.7,70.3,388.6,279.0,288.9,11.4,,1018.6,0.0
365,18.0,4.7,33.7,85.4,,205.4,5.8,,1014.9,0.0
366,19.6,-3.8,46.2,168.3,,313.3,10.2,,1013.9,0.0
367,11.3,-29.2,42.4,245.5,300.0,275.1,16.3,,1015.5,0.0
368,17.9,-2.2,43.9,316.5,,140.9,10.9,,1015.6,0.0
369,9.6,-30.0,35.5,728.7,280.0,234.9,16.8,,1016.7,0.0
370,11.0,-17.6,34.6,1316.6,0.0,302.7,10.4,,1016.1,0.0
371,15.2,-7.1,35.0,975.1,50.0,198.3,5.9,,1019.3,0.0
372,7.7,-36.3,35.2,599.1,360.0,281.5,15.2,,1016.0,0.0
373,16.6,-6.1,35.6,910.3,0.0,244.7,7.8,,1018.3,0.0
374,15.0,0.1,39.1,292.3,,1.9,10.1,,1017.3,0.0
375,12.9,-13.8,37.8,1268.3,460.0,282.6,17.1,,1015.8,112901.0
376,22.4,-10.5,36.7,1194.1,,115.0,12.4,,1016.5,0.0
377,22.9,-6.6,36.1,1079.0,0.0,117.5,17.7,,1016.9,0.0
378,11.8,-25.0,35.0,929.4,,290.8,12.5,,1017.3,0.0
379,10.7,-21.8,32.8,800.4,,271.7,12.4,,1017.0,0.0
380,17.4,-26.4,34.7,689.6,0.0,104.0,12.0,,1015.7,0.0
381,-3.2,-38.2,29.5,739.8,,59.7,16.0,,1019.1,0.0
382,22.6,3.0,33.0,965.8,0.0,83.5,11.7,,1018.1,0.0
383,10.7,-14.8,42.4,510.9,,176.3,11.8,,1018.4,0.0
384,10.8,-30.3,27.7,248.5,,270.9,14.0,,1017.3,0.0
385,14.5,-28.3,36.4,922.0,,177.1,14.6,,1016.9,0.0
386,12.4,-11.6,39.3,597.8,150.0,255.5,13.1,,1019.0,0.0
387,23.3,0.9,35.9,1072.0,,8.2,7.4,,1018.2,0.0
388,13.5,-19.9,54.1,1225.8,,221.9,10.0,,1017.7,0.0
389,18.2,0.8,40.4,190.4,,168.5,6.4,,1015.0,0.0
390,19.0,-3.2,35.0,1407.1,0.0,276.1,11.8,,1018.3,0.0
391,16.7,5.7,31.8,151.8,,267.8,7.2,,1015.0,0.0
392,8.6,-33.2,36.7,634.1,200.0,321.7,12.1,,1016.7,0.0
393,18.1,0.5,41.5,125.2,,188.2,10.8,,1015.8,0.0
394,19.8,1.6,45.5,184.4,0.0,322.0,9.8,,1015.2,0.0
395,12.8,-14.1,40.9,258.7,230.0,326.5,10.7,,1017.5,0.0
396,20.9,-11.8,36.0,1303.9,30.0,129.4,9.8,,1016.8,0.0
397,25.9,19.5,34.4,648.3,,93.7,14.6,,1015.8,0.0
398,11.3,-22.3,70.7,388.6,279.0,288.9,11.4,,1018.6,0.0
399,18.6,5.0,36.7,110.9,,213.7,8.1,,1015.1,0.0
400,19.2,-8.9,37.2,1270.9,150.0,129.1,9.3,,1017.7,0.0
401,9.1,-23.0,32.0,1519.0,380.0,248.8,11.7,,1016.9,0.0
402,25.3,5.6,35.0,838.0,0.0,95.5,14.6,,1017.7,0.0
403,25.2,3.9,34.4,1325.6,0.0,104.2,14.8,,1017.8,0.0
404,11.1,-29.3,37.8,638.6,410.0,280.6,14.7,,1016.4,0.0
405,12.3,-3.2,39.0,1173.2,,141.1,11.8,,1018.0,0.0
406,24.4,1.7,47.8,19.6,,272.3,11.2,,1011.5,0.0
407,11.7,-20.8,35.9,206.6,,292.5,14.8,,1014.9,0.0
408,17.6,3.8,36.6,91.4,,228.7,8.5,,1015.2,0.0
409,21.9,-1.7,57.0,1110.5,,71.3,9.9,,1018.2,0.0
410,11.7,-15.0,35.0,1249.2,,278.7,11.0,,1016.2,0.0
411,11.6,-22.5,37.5,398.8,410.0,185.1,12.3,,1015.7,0.0
412,11.2,-23.4,34.3,865.6,530.0,244.9,14.2,,1016.9,0.0
413,14.6,0.9,32.6,307.6,,299.8,14.0,,1017.0,0.0
414,16.7,-23.0,37.6,935.9,150.0,153.3,10.7,,1017.1,0.0
415,24.8,6.7,34.4,971.7,0.0,79.2,12.8,,1018.0,0.0
416,11.1,-14.4,42.6,341.2,0.0,269.7,11.2,,1018.9,0.0
417,10.7,-21.2,36.0,859.1,410.0,259.3,11.5,,1015.8,0.0
418,19.2,1.8,41.2,145.1,,249.6,8.9,,1014.0,0.0
419,16.8,-5.7,34.3,1335.9,,279.5,8.8,,1018.4,0.0
420,13.0,-5.0,45.5,1201.8,250.0,267.5,9.4,,1018.2,0.0
421,19.3,-19.1,38.3,1122.8,100.0,137.6,14.5,,1017.3,0.0
422,12.2,-4.4,45.0,896.3,250.0,325.5,8.5,,1018.0,0.0
423,15.0,2.8,33.9,90.0,,310.2,11.3,,1015.3,0.0
424,17.8,-4.4,33.9,1131.0,,278.9,11.6,,1018.1,0.0
425,12.4,-11.5,34.6,998.9,,285.4,7.6,,1017.4,0.0
426,17.1,4.8,32.0,99.7,,266.5,8.2,,1015.3,0.0
427,21.7,-9.8,36.1,1161.9,2286.0,109.9,10.6,,1017.1,0.0
428,9.7,-30.9,36.3,1027.6,,289.4,11.1,,1016.3,0.0
429,17.5,-2.2,41.7,232.6,,343.5,11.3,,1015.3,0.0
430,19.6,-17.1,37.3,994.7,,141.4,15.2,,1016.6,0.0
431,11.2,-33.2,36.1,618.6,360.0,99.8,15.4,,1016.4,0.0
432,15.2,-6.6,35.6,1017.3,25.0,283.1,11.4,,1017.6,0.0
433,24.8,6.7,34.4,971.7,0.0,79.2,12.8,,1018.0,0.0
434,14.4,3.5,31.8,307.8,,291.8,17.0,,1016.7,0.0
435,11.4,-22.7,37.3,398.8,279.0,185.1,12.3,,1015.7,0.0
436,18.6,-20.2,36.5,1026.0,100.0,134.9,13.4,,1016.9,0.0
437,17.8,0.4,40.0,190.4,,168.9,6.4,,1015.0,0.0
438,13.5,-9.0,40.4,139.2,80.0,288.1,9.8,,1016.1,0.0
439,18.1,-21.6,39.3,666.8,250.0,129.6,15.6,,1017.1,0.0
440,13.7,2.0,36.0,281.7,,271.0,10.4,,1017.1,0.0
441,12.9,-7.4,34.4,1056.7,80.0,265.2,10.8,,1018.3,0.0
442,18.7,1.0,38.9,147.7,,176.1,6.5,,1014.8,0.0
443,18.0,0.6,41.6,286.9,,237.8,7.1,,1015.7,0.0
444,16.8,-0.5,42.2,267.2,0.0,303.5,12.3,,1015.4,0.0
445,17.5,-1.0,44.0,398.8,0.0,165.5,11.5,,1015.5,0.0
446,16.1,0.9,59.9,171.5,0.0,271.1,9.2,,1015.5,0.0
447,18.8,3.0,40.2,122.5,,145.8,8.8,,1014.3,0.0
448,12.3,-24.2,40.1,409.7,,348.7,6.8,,1018.4,0.0
449,12.3,-3.6,42.5,1202.5,180.0,176.0,8.9,,1018.0,0.0
450,16.4,5.4,31.5,151.8,,267.8,7.2,,1015.0,0.0
451,9.8,-16.2,37.7,386.6,,86.4,7.4,,1017.2,0.0
452,14.3,-12.8,38.3,323.8,,220.1,11.3,,1014.6,0.0
453,17.7,-3.0,45.0,240.7,,122.0,10.6,,1015.4,0.0
454,23.3,-6.1,37.9,798.3,,92.4,13.2,,1015.2,0.0
455,11.8,-23.0,34.0,1065.9,200.0,282.2,11.6,,1018.3,0.0
456,11.5,-11.2,43.8,345.0,130.0,192.2,8.3,,1016.3,0.0
457,19.4,-18.1,39.5,589.7,250.0,155.2,14.1,,1015.9,0.0
458,11.2,-29.3,37.2,945.7,360.0,220.4,12.5,,1016.3,0.0
459,8.7,-18.2,36.8,268.1,150.0,260.4,13.9,,1018.1,0.0
460,11.4,-21.0,32.9,864.1,410.0,259.7,12.5,,1017.1,0.0
461,16.1,-6.4,37.0,872.8,,280.6,7.5,,1017.5,0.0
462,18.9,-20.5,36.1,1077.9,250.0,138.7,10.8,,1016.7,0.0
463,17.7,0.0,45.0,235.4,0.0,258.3,19.1,,1015.7,0.0
464,24.2,4.7,33.5,950.6,,119.7,13.3,,1017.7,0.0
465,10.6,-25.3,37.7,387.4,,6.5,7.2,,1017.9,0.0
466,14.2,-28.6,36.1,922.0,,177.1,14.6,,1016.9,0.0
467,12.0,-13.4,48.6,144.1,50.0,265.7,12.7,,1020.3,0.0
468,17.2,-5.7,34.3,1312.3,0.0,311.4,7.8,,1018.3,0.0
469,12.1,-4.5,44.9,896.3,250.0,325.5,8.5,,1018.0,0.0
470,13.9,-28.6,37.5,901.1,100.0,128.2,12.8,,1016.6,0.0
471,9.3,-33.4,41.5,292.4,51.0,343.9,14.7,,1015.6,0.0
472,11.6,-10.6,38.3,376.5,150.0,81.6,10.7,,1016.6,0.0
473,12.5,-18.9,34.5,1120.6,,313.6,10.4,,1018.5,0.0
474,21.8,-0.2,45.8,262.9,,138.3,11.6,,1013.7,0.0
475,16.1,5.1,31.2,151.8,,267.8,7.2,,1015.0,0.0
476,12.3,-11.7,39.2,597.8,150.0,255.5,13.1,,1019.0,0.0
477,12.3,-3.6,42.4,995.1,180.0,200.7,13.1,,1018.1,0.0
478,20.6,-5.6,36.1,1928.9,,86.6,8.6,,1017.5,0.0
479,14.0,-3.4,37.6,293.5,,237.5,7.1,,1015.7,0.0
480,11.5,-15.7,36.0,1429.2,460.0,272.2,16.3,,1015.8,112901.0
481,17.3,5.0,32.2,99.7,,267.8,8.1,,1015.3,0.0
482,22.9,2.7,35.5,1343.1,,103.5,11.1,,1017.8,0.0
483,12.1,-23.9,34.1,1086.9,200.0,211.2,13.7,,1018.3,0.0
484,25.1,5.0,36.0,936.2,0.0,82.1,12.7,,1017.7,0.0
485,15.8,-13.3,36.1,1317.7,,242.8,9.0,,1018.2,0.0
486,16.7,-5.8,34.2,1335.9,,279.5,8.8,,1018.4,0.0
487,17.4,-0.2,40.8,123.2,,188.5,10.9,,1015.8,0.0
488,25.1,5.0,36.0,936.2,0.0,82.1,12.7,,1017.7,0.0
489,11.0,-17.3,36.1,1197.7,330.0,292.8,9.0,,1015.2,0.0
490,11.6,-15.6,36.1,1429.2,460.0,270.2,16.4,,1015.9,112901.0
491,15.4,-9.4,35.0,930.2,80.0,246.6,8.5,,1018.3,0.0
492,19.0,1.7,42.2,110.3,,274.0,9.1,,1015.1,0.0
493,11.7,-16.1,35.0,1282.9,0.0,297.1,12.4,,1015.3,0.0
494,16.3,-27.5,36.6,750.9,,156.6,13.8,,1016.2,0.0
495,18.8,-1.1,44.4,153.9,,328.5,8.0,,1015.6,0.0
496,11.9,-20.4,33.4,947.1,360.0,246.5,13.7,81.0,1017.1,0.0
497,12.9,-21.0,34.0,1084.2,,268.4,13.4,,1017.0,0.0
498,18.3,5.0,34.0,85.4,,205.4,5.7,,1014.9,0.0
499,13.8,-9.4,33.9,1088.7,150.0,281.2,10.6,,1017.2,0.0
500,18.6,-4.4,35.0,1075.1,,273.9,10.6,,1018.2,0.0
501,11.1,-15.8,36.0,1263.1,,300.9,11.8,,1015.9,0.0
502,20.1,-5.5,36.7,2268.6,,122.1,8.1,,1017.6,0.0
503,17.4,-21.3,38.1,652.3,,126.7,14.9,,1015.9,0.0
504,12.1,-4.1,39.2,1134.2,180.0,155.0,9.3,,1017.7,0.0
505,9.3,-20.5,38.9,300.3,150.0,4.8,8.4,,1017.4,0.0
506,18.3,-4.5,35.5,1276.7,,3.6,8.8,,1018.2,0.0
507,9.6,-31.2,41.5,401.0,,358.5,16.8,,1015.7,0.0
508,13.6,-16.1,28.3,1328.2,,227.2,11.4,,1017.7,0.0
509,16.4,-6.2,35.5,942.1,,328.5,8.6,,1018.2,0.0
510,13.1,-9.2,33.3,806.2,80.0,335.7,6.4,,1020.5,0.0
511,19.1,-2.0,34.0,1200.7,0.0,273.2,8.5,,1018.4,0.0
512,16.8,3.6,32.5,111.1,,237.3,9.2,,1015.1,0.0
513,19.9,-12.8,48.0,1253.6,30.0,118.6,9.2,,1017.0,0.0
514,23.5,4.0,36.2,979.7,0.0,71.0,11.6,,1018.4,0.0
515,15.6,-1.9,40.9,271.8,,272.0,10.6,,1016.1,0.0
516,17.3,2.4,36.2,84.7,,266.0,8.2,,1015.4,0.0
517,13.5,-8.1,35.9,933.2,100.0,321.7,10.0,,1018.3,0.0
518,16.7,5.5,32.7,102.7,,259.1,11.8,,1015.3,0.0
519,21.1,-14.8,37.2,957.4,,124.7,13.7,,1016.1,0.0
520,12.1,-14.5,34.3,1316.1,150.0,287.6,11.6,,1015.8,0.0
521,20.3,-3.3,38.2,1249.6,0.0,19.5,8.3,,1018.8,0.0
522,25.6,9.4,35.6,1526.7,230.0,92.2,12.3,,1017.6,0.0
523,12.9,-12.3,35.1,1267.5,410.0,302.8,12.4,,1016.4,0.0
524,14.8,0.1,35.7,304.8,,291.3,11.4,,1016.8,0.0
525,14.0,-22.5,36.9,947.9,,260.0,9.5,,1017.0,0.0
526,11.5,-15.7,36.0,1429.2,460.0,270.3,16.4,,1015.9,112901.0
527,13.6,-20.0,35.0,1055.5,,243.0,12.9,,1017.2,0.0
528,17.3,-1.2,43.8,396.4,,165.5,11.5,,1015.5,0.0
529,11.4,-13.8,33.2,1034.8,,294.6,9.2,,1017.9,0.0
530,24.1,5.6,36.1,1237.9,0.0,69.4,10.6,,1018.1,0.0
531,13.0,-22.2,35.0,1223.5,,231.3,15.0,,1017.4,0.0
532,11.1,-24.3,32.9,1016.5,,232.6,11.4,,1017.1,0.0
533,24.4,5.6,35.6,1037.8,,89.3,10.9,,1017.5,0.0
534,24.0,1.5,46.4,170.0,0.0,264.7,9.4,,1012.1,0.0
535,16.7,-5.2,34.8,1492.5,0.0,3.5,5.7,,1019.4,0.0
536,21.0,-14.5,36.6,1166.0,80.0,124.7,12.9,,1016.4,0.0
537,11.1,-22.8,35.6,671.3,530.0,257.0,12.6,,1016.7,0.0
538,17.3,5.0,32.2,99.7,,266.5,8.2,,1015.3,0.0
539,13.7,-19.9,35.1,1055.5,,243.0,12.9,,1017.2,0.0
540,13.7,2.0,36.0,281.7,,271.0,10.4,,1017.1,0.0
541,17.7,-9.6,34.3,1456.2,0.0,137.4,8.6,,1006.7,0.0
542,17.3,3.7,35.4,110.9,,213.7,8.1,,1015.1,0.0
543,14.2,-2.8,37.2,436.7,,251.0,12.7,,1015.8,0.0
544,18.1,0.4,38.3,147.7,,176.1,6.5,,1014.8,0.0
545,13.2,-10.3,35.8,1298.6,,297.4,11.1,,1016.4,0.0
546,22.7,3.1,33.1,965.8,0.0,83.5,11.7,,1018.1,0.0
547,10.2,-28.7,36.9,752.1,250.0,257.2,12.9,,1016.0,0.0
548,16.9,-5.6,34.4,1335.9,,280.8,8.8,,1018.5,0.0
549,18.3,4.7,36.4,110.9,,213.7,8.1,,1015.1,0.0
550,24.2,-5.6,39.4,603.5,,105.4,16.3,,1015.0,0.0
551,15.8,0.6,35.0,277.6,,323.5,10.5,,1016.7,0.0
552,12.0,-16.9,33.4,1027.1,350.0,293.3,10.3,,1017.7,0.0
553,18.1,-1.1,43.9,204.7,0.0,323.0,9.7,,1015.5,0.0
554,15.4,-25.7,36.0,1255.9,,171.6,14.0,,1016.8,0.0
555,18.2,0.9,41.4,110.3,,274.0,9.1,,1015.1,0.0
556,17.8,0.4,40.0,187.2,,168.5,6.4,,1015.0,0.0
557,16.4,-11.8,36.5,1416.5,100.0,199.1,10.3,,1018.4,0.0
558,23.4,-0.5,35.6,938.9,0.0,99.5,13.7,,1017.7,0.0
559,6.4,-22.9,35.0,1196.6,970.0,240.9,15.0,205.2,1016.7,0.0
560,12.2,-21.8,33.2,1025.0,,238.2,13.1,,1018.3,0.0
561,15.6,1.0,38.3,261.1,,319.8,9.6,,1016.9,0.0
562,22.0,-1.8,35.5,1033.1,,50.3,10.5,,1018.4,0.0
563,21.4,-0.6,34.4,1154.6,0.0,75.6,12.5,,1018.4,0.0
564,9.6,-16.4,34.7,472.9,,283.1,10.9,,1016.6,0.0
565,18.7,1.0,38.9,147.7,,176.1,6.5,,1014.8,0.0
566,15.9,-1.6,41.2,271.8,,272.0,10.6,,1016.1,0.0
567,13.8,-7.0,34.7,1023.7,50.0,337.9,6.7,,1017.8,0.0
568,21.5,-10.5,37.2,1243.5,30.0,108.5,11.9,,1016.7,0.0
569,12.9,-21.0,34.0,1084.2,,268.4,13.4,,1017.0,0.0
570,12.7,-3.2,42.8,995.1,180.0,200.7,13.1,,1018.1,0.0
571,12.4,-14.5,35.9,1154.4,150.0,281.5,13.6,,1016.1,0.0
572,12.9,-13.8,37.8,1268.3,460.0,282.6,17.1,,1015.8,112901.0
573,16.6,-2.3,44.1,395.6,,181.5,10.1,,1015.4,0.0
574,15.4,-26.5,36.7,1289.8,,174.1,10.8,,1017.3,0.0
575,25.3,5.6,35.0,838.0,0.0,95.5,14.6,,1017.7,0.0
576,12.6,-14.3,36.1,1154.4,150.0,281.5,13.6,,1016.1,0.0
577,12.7,-21.1,35.6,884.8,660.0,239.0,15.5,,1016.9,0.0
578,11.7,-17.2,33.1,1022.9,,293.3,10.3,,1017.7,0.0
579,13.2,-19.3,34.5,1134.8,130.0,268.3,9.1,,1017.6,0.0
580,16.7,-4.1,35.9,888.4,0.0,329.0,7.7,,1018.2,0.0
581,9.9,-28.9,37.2,697.3,250.0,280.4,12.2,,1015.9,0.0
582,19.1,-7.8,35.5,1968.6,0.0,68.8,7.6,,1018.1,0.0
583,19.2,-11.1,37.2,1558.9,,126.1,7.2,,1017.3,0.0
584,11.9,-14.8,35.2,1249.2,,278.7,11.0,,1016.2,0.0
585,17.7,-10.7,35.5,1323.8,,201.6,9.0,,1018.1,0.0
586,20.0,-1.7,35.6,1257.2,,154.8,6.9,,1018.8,0.0
587,9.9,-29.1,37.0,721.8,,288.7,12.1,,1015.9,0.0
588,23.7,0.9,45.9,145.6,,204.3,10.0,,1013.0,0.0
589,20.2,-15.4,37.2,986.6,,145.5,12.3,,1017.1,0.0
590,9.7,-25.8,35.8,349.6,460.0,274.7,18.1,,1015.5,0.0
591,20.5,-14.4,40.1,1058.8,150.0,127.3,10.4,,1017.5,0.0
592,22.8,1.9,36.7,916.3,,82.7,10.3,,1018.3,0.0
593,12.1,-24.4,33.9,983.3,,235.3,14.9,,1017.9,0.0
594,18.5,4.9,36.6,110.9,,213.7,8.1,,1015.1,0.0
595,17.7,3.9,36.7,91.4,,230.7,8.5,,1015.2,0.0
596,18.5,-3.7,41.1,102.8,,339.3,8.3,,1015.1,0.0
597,13.2,-25.8,36.2,1136.8,80.0,180.7,15.2,,1017.6,0.0
598,19.7,-18.9,38.8,827.6,100.0,148.2,16.4,,1015.8,0.0
599,24.2,-5.6,39.4,603.5,,105.4,16.3,,1015.0,0.0
600,23.5,3.9,36.1,980.0,,78.2,11.6,,1018.3,0.0
601,13.0,-20.0,37.0,1024.9,180.0,181.0,12.0,,1017.9,0.0
602,11.3,-24.4,38.3,352.4,,7.0,11.3,,1015.2,0.0
603,25.0,4.0,35.0,1062.3,0.0,121.8,12.9,,1017.9,0.0
604,12.9,-12.3,35.1,1276.8,,302.8,12.4,,1016.4,0.0
605,16.9,-6.0,34.4,939.5,,221.9,8.1,,1018.7,0.0
606,16.6,-18.3,37.2,1229.5,,160.4,12.1,,1017.7,0.0
607,12.7,-10.6,36.3,1056.5,280.0,332.8,7.9,,1017.5,0.0
608,12.0,-17.4,33.0,1029.1,180.0,234.8,14.7,,1018.0,0.0
609,13.6,-7.7,41.1,299.9,150.0,115.3,11.2,,1015.6,0.0
610,13.8,-16.5,33.3,1297.9,130.0,281.2,9.8,,1018.2,0.0
611,19.4,-21.5,37.9,1200.4,,134.2,10.8,,1017.1,0.0
612,14.8,1.1,32.8,307.2,,299.9,14.0,,1017.0,0.0
613,11.8,-26.5,33.3,1155.7,,276.0,13.0,,1017.8,0.0
614,13.7,-0.9,35.2,321.8,,273.8,7.0,,1017.3,0.0
615,18.7,-0.0,43.9,177.3,,281.5,8.3,,1015.7,0.0
616,21.4,-9.8,36.0,1326.7,2286.0,120.5,14.4,,1017.0,0.0
617,18.6,1.9,37.9,263.7,,292.5,9.8,,1015.6,0.0
618,17.6,-1.9,49.1,331.9,0.0,226.9,10.4,,1015.5,0.0
619,17.2,3.1,35.9,89.0,,296.0,9.4,,1015.9,0.0
620,12.4,-11.6,39.3,597.8,150.0,255.5,13.1,,1019.0,0.0
621,11.5,-22.2,33.3,948.6,,241.8,13.3,,1017.2,0.0
622,17.6,3.8,36.6,91.4,,230.7,8.5,,1015.2,0.0
623,20.4,-15.6,37.2,621.4,150.0,132.7,13.5,,1016.3,0.0
624,15.4,-2.0,40.8,271.8,,272.7,10.7,,1016.1,0.0
625,21.6,-9.4,36.1,1425.4,,96.7,11.8,,1016.5,0.0
626,12.6,-13.1,35.7,1112.2,610.0,301.5,10.8,,1017.0,0.0
627,11.2,-24.1,33.5,950.9,360.0,238.4,14.0,,1017.0,0.0
628,10.0,-26.0,34.0,715.6,,258.7,12.9,,1016.4,0.0
629,11.2,-97.0,34.0,1087.6,660.0,214.8,13.5,,1017.6,0.0
630,14.7,-9.3,35.1,880.7,50.0,285.0,12.2,,1017.7,0.0
631,21.4,-9.5,36.0,1273.2,,40.3,7.7,,1016.9,0.0
632,14.4,-12.8,45.6,171.1,380.0,263.5,10.9,,1016.4,0.0
633,12.4,-18.8,32.8,1074.1,200.0,251.1,9.8,,1018.7,0.0
634,25.3,6.1,35.6,878.6,230.0,74.9,12.1,,1017.4,0.0
635,18.1,0.7,40.3,190.4,,168.5,6.4,,1015.0,0.0
636,17.0,-1.9,44.5,397.6,0.0,181.3,10.1,,1015.4,0.0
637,16.9,-19.5,35.5,1207.6,360.0,185.3,12.4,,1017.7,0.0
638,11.1,-97.1,33.9,1082.9,,214.8,13.5,,1017.6,0.0
639,12.4,-15.0,35.0,968.1,,269.0,11.0,,1017.8,0.0
640,16.8,-0.5,42.2,263.5,0.0,303.5,12.3,,1015.4,0.0
641,12.1,-21.8,35.5,756.9,530.0,266.9,12.7,,1017.3,0.0
642,11.5,-24.4,33.6,1014.2,660.0,258.6,13.9,,1017.4,0.0
643,11.8,-17.1,33.2,1023.4,360.0,293.3,10.3,,1017.7,0.0
644,12.9,-12.0,37.0,852.8,,315.3,8.7,,1017.7,0.0
645,11.5,-18.9,35.5,1352.5,460.0,291.2,11.0,,1016.3,112901.0
646,19.4,0.0,36.0,1200.7,0.0,186.6,12.8,,1018.6,0.0
647,14.6,-8.8,37.8,877.2,100.0,278.7,10.8,,1017.7,0.0
648,14.5,-0.2,35.4,304.8,,290.4,11.4,,1016.9,0.0
649,15.1,-16.7,35.0,1199.7,100.0,199.0,11.6,,1018.0,0.0
650,15.9,-17.3,34.9,1336.5,,211.4,9.8,,1018.1,0.0
651,15.9,-7.0,36.7,1432.7,0.0,226.0,9.3,,1018.5,0.0
652,9.3,-29.4,34.9,1072.9,360.0,287.7,11.7,,1016.3,0.0
653,14.8,-7.1,36.1,1072.2,150.0,273.9,14.0,,1017.2,0.0
654,17.0,-7.4,33.7,1425.9,,44.7,7.6,,1018.5,0.0
655,12.3,-21.6,35.7,756.9,530.0,266.9,12.7,,1017.3,0.0
656,18.9,-2.8,44.2,49.6,,295.0,12.8,,1014.4,0.0
657,12.4,-17.6,34.0,964.8,330.0,237.2,13.7,,1017.6,0.0
658,26.7,19.5,33.9,266.7,,85.1,14.5,,1016.1,0.0
659,11.9,-21.9,34.7,714.8,530.0,248.1,15.0,,1016.7,0.0
660,10.3,-14.4,38.8,254.4,150.0,224.7,15.7,,1017.7,0.0
661,9.9,-27.4,36.6,852.9,250.0,340.3,9.7,,1016.5,0.0
662,12.0,-16.9,33.4,1027.1,350.0,293.3,10.3,,1017.7,0.0
663,14.7,-7.6,36.7,1015.8,80.0,272.8,10.4,,1017.3,0.0
664,15.3,-5.5,34.5,822.1,,281.6,12.1,,1018.1,0.0
665,10.0,-29.0,37.1,721.8,,288.7,12.1,,1015.9,0.0
666,16.4,-1.7,43.7,382.6,,249.3,20.3,,1015.9,0.0
667,12.2,-13.8,36.2,1219.2,330.0,300.5,10.0,,1016.3,0.0
668,13.7,-12.9,33.7,1333.8,,216.8,7.5,,1018.3,0.0
669,20.8,-17.8,39.4,982.0,,133.7,13.9,,1016.1,0.0
670,19.5,-14.0,36.0,2190.1,,46.6,8.8,,1017.7,0.0
671,19.8,-2.1,35.1,1396.3,,127.9,10.5,,1018.9,0.0
672,12.4,-16.3,35.6,802.8,,255.3,8.6,,1018.3,0.0
673,13.5,-8.3,46.1,314.3,,314.2,12.5,,1015.9,0.0
674,8.5,-24.9,33.1,647.8,560.0,242.6,12.6,,1017.3,0.0
675,12.0,-17.0,34.7,1276.2,150.0,286.5,10.8,,1015.3,0.0
676,11.9,-4.2,39.1,1134.2,180.0,155.0,9.3,,1017.7,0.0
677,25.1,5.0,36.0,936.2,0.0,82.1,12.7,,1017.7,0.0
678,18.0,-5.0,35.0,1031.6,,350.4,6.3,,1018.6,0.0
679,17.8,0.4,41.4,286.9,,237.8,7.1,,1015.7,0.0
680,20.2,-5.8,35.4,1373.9,0.0,79.5,11.2,,1018.4,0.0
681,11.6,-5.1,36.9,1370.0,,140.0,7.4,,1017.7,0.0
682,24.8,6.7,34.4,971.7,0.0,79.2,12.8,,1018.0,0.0
683,14.5,-19.6,38.1,1181.1,,21.0,12.0,,1017.0,0.0
684,10.0,-25.1,43.9,730.6,410.0,232.7,12.7,,1017.1,0.0
685,18.0,-19.8,37.0,920.3,,121.0,13.8,,1017.3,0.0
686,19.5,-18.3,37.8,845.2,102.0,152.1,14.6,,1016.5,0.0
687,10.2,-25.5,37.5,367.1,279.0,6.9,7.3,,1018.0,0.0
688,15.9,-3.9,45.6,213.6,,274.3,10.3,,1016.1,0.0
689,14.3,-8.0,34.1,975.1,50.0,198.3,5.9,,1019.3,0.0
690,14.3,-8.7,36.2,954.9,100.0,274.8,13.1,,1017.5,0.0
691,21.9,-2.7,44.3,191.6,0.0,160.6,11.9,,1014.5,0.0
692,14.3,0.6,32.3,307.2,,299.9,14.0,,1017.0,0.0
